,Total_Population2020,white_2020,black_2020,native_2020,asian_pi_2020,hisp_2020,pct_white_2020,pct_black_2020,pct_native_2020,pct_asian_pi_2020,pct_hispanic_2020,pov_idx,haz_idx,tcost_idx,pct_poor_ns,pct_nonwhite,hh_pct_white_lt30ami,hh_pct_black_lt30ami,hh_pct_hisp_lt30ami,hh_pct_ai_pi_lt30ami,stusab,state,state_name,county,county_name,tract
27458,2664,2519,5,12,3,23,94.557057057,0.1876876877,0.4504504505,0.1126126126,0.8633633634,43.0,56.0,,11.23,3.526645768,80.77,0.0,23.08,0.0,IL,17,Illinois,117,Macoupin County,956800
27459,3579,3360,8,13,16,33,93.880972339,0.2235261246,0.3632299525,0.4470522492,0.922045264,32.0,62.0,,14.48,2.4578027835,97.5,0.0,0.0,0.0,IL,17,Illinois,117,Macoupin County,956900
27460,3474,3237,10,14,10,53,93.177892919,0.2878526195,0.4029936672,0.2878526195,1.5256188831,19.0,56.0,,20.34,7.1626873959,68.75,0.0,0.0,0.0,IL,17,Illinois,117,Macoupin County,957000
27461,2584,2452,5,1,4,35,94.891640867,0.193498452,0.0386996904,0.1547987616,1.3544891641,58.0,57.0,,7.83,1.4814814815,100.0,0.0,0.0,0.0,IL,17,Illinois,117,Macoupin County,957100
27462,4676,4328,13,8,23,90,92.55774166,0.2780153978,0.1710863986,0.4918733961,1.9247219846,29.0,67.0,,15.64,2.5552187094,100.0,0.0,0.0,0.0,IL,17,Illinois,117,Macoupin County,957200
27526,3371,3207,9,11,7,34,95.134974785,0.2669830911,0.3263126669,0.2076535153,1.0086027885,44.0,67.0,,10.84,1.5281173594,100.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,951600
27527,2478,2330,9,4,3,29,94.027441485,0.3631961259,0.1614205004,0.1210653753,1.1702986279,58.0,62.0,,7.84,1.8816150529,100.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,951700
27528,2288,2088,25,11,11,27,91.258741259,1.0926573427,0.4807692308,0.4807692308,1.1800699301,18.0,57.0,,20.96,7.4057246706,96.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,951800
27529,2817,2612,40,17,1,39,92.722754704,1.4199503017,0.6034788782,0.0354987575,1.3844515442,33.0,68.0,,14.21,4.5749402526,93.75,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,951900
27530,4413,4020,22,10,40,73,91.094493542,0.4985270791,0.2266032178,0.9064128711,1.6542034897,22.0,56.0,,18.33,4.6634504939,100.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,952000
27531,3175,2795,73,3,30,83,88.031496063,2.2992125984,0.094488189,0.9448818898,2.6141732283,21.0,41.0,,18.93,6.3549555482,96.36,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,952100
27532,3985,3832,5,2,9,36,96.160602258,0.1254705144,0.0501882058,0.225846926,0.9033877039,52.0,62.0,,9.15,2.6935209901,100.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,952200
27533,3454,3199,36,13,18,41,92.617255356,1.0422698321,0.3763752171,0.521134916,1.187029531,57.0,56.0,,8.12,8.6463923673,89.47,15.79,0.0,0.0,IL,17,Illinois,121,Marion County,952300
27534,3717,3088,224,10,61,121,83.077750874,6.0263653484,0.2690341673,1.6411084208,3.2553134248,70.0,67.0,,5.77,18.853926836,100.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,952400
27535,2538,2116,182,0,9,66,83.372734437,7.171000788,0.0,0.3546099291,2.6004728132,5.0,46.0,,33.98,11.900958466,96.0,0.0,0.0,0.0,IL,17,Illinois,121,Marion County,952500
27536,2148,1446,282,3,148,88,67.318435754,13.12849162,0.1396648045,6.8901303538,4.0968342644,13.0,46.0,,24.15,29.735339907,61.22,22.45,14.29,0.0,IL,17,Illinois,121,Marion County,952600
27537,3345,2417,602,10,13,75,72.257100149,17.997010463,0.2989536622,0.3886397608,2.2421524664,6.0,46.0,,31.64,21.122994652,65.0,18.33,6.67,8.33,IL,17,Illinois,121,Marion County,952700
27538,2412,2205,31,5,10,86,91.417910448,1.2852404643,0.2072968491,0.4145936982,3.5655058043,49.0,56.0,,9.64,7.245310776,96.88,0.0,2.5,0.0,IL,17,Illinois,123,Marshall County,961100
27539,2426,2275,6,3,12,32,93.775762572,0.2473206925,0.1236603462,0.494641385,1.3190436933,25.0,62.0,,17.27,4.2828282828,100.0,0.0,0.0,0.0,IL,17,Illinois,123,Marshall County,961200
27540,2092,1920,11,4,6,56,91.778202677,0.5258126195,0.1912045889,0.2868068834,2.6768642447,65.0,62.0,,6.6,2.5603151157,100.0,0.0,0.0,0.0,IL,17,Illinois,123,Marshall County,961300
27541,2766,2614,15,6,4,48,94.504699928,0.5422993492,0.2169197397,0.1446131598,1.7353579176,53.0,62.0,,8.89,2.7472527473,100.0,0.0,0.0,0.0,IL,17,Illinois,123,Marshall County,961400
27542,2046,1844,23,0,11,101,90.127077224,1.1241446725,0.0,0.5376344086,4.9364613881,45.0,62.0,,10.77,14.08608161,65.83,0.0,32.5,0.0,IL,17,Illinois,123,Marshall County,961500
27543,2695,2546,4,3,4,38,94.471243043,0.1484230056,0.1113172542,0.1484230056,1.4100185529,38.0,62.0,,12.55,3.8261515602,85.19,0.0,14.81,0.0,IL,17,Illinois,125,Mason County,956300
27544,1858,1747,0,4,3,28,94.02583423,0.0,0.215285253,0.1614639397,1.5069967707,46.0,56.0,,10.45,5.7029926595,93.75,0.0,0.0,0.0,IL,17,Illinois,125,Mason County,956400
27545,2990,2758,23,7,6,45,92.240802676,0.7692307692,0.2341137124,0.2006688963,1.5050167224,13.0,68.0,,24.25,4.2626011201,79.07,0.0,0.0,0.0,IL,17,Illinois,125,Mason County,956500
27546,1762,1681,4,3,5,22,95.402951192,0.227014756,0.170261067,0.2837684449,1.2485811578,59.0,57.0,,7.63,2.3717948718,85.51,0.0,0.0,0.0,IL,17,Illinois,125,Mason County,956600
27547,1650,1583,7,4,1,24,95.939393939,0.4242424242,0.2424242424,0.0606060606,1.4545454545,60.0,62.0,,7.43,4.2354235424,85.29,11.76,0.0,0.0,IL,17,Illinois,125,Mason County,956700
27548,2131,2024,11,3,8,27,94.978883153,0.5161895824,0.140778977,0.3754106053,1.2670107931,20.0,62.0,,19.5,1.1929247223,100.0,0.0,0.0,0.0,IL,17,Illinois,125,Mason County,956800
27549,4965,4477,144,5,17,89,90.171198389,2.9003021148,0.1007049345,0.3423967774,1.7925478348,42.0,41.0,,11.55,11.259000655,100.0,2.68,0.0,0.0,IL,17,Illinois,127,Massac County,970100
27550,3726,2979,355,17,16,117,79.951690821,9.5276435856,0.4562533548,0.4294149222,3.1400966184,11.0,51.0,,26.05,15.249629263,63.86,4.58,31.33,0.0,IL,17,Illinois,127,Massac County,970200
27551,3248,2812,171,8,4,67,86.57635468,5.2647783251,0.2463054187,0.1231527094,2.0628078818,40.0,46.0,,12.07,13.119266055,83.68,12.11,0.0,0.0,IL,17,Illinois,127,Massac County,970300
27552,2230,1809,205,5,12,60,81.121076233,9.1928251121,0.2242152466,0.5381165919,2.6905829596,26.0,50.0,,16.77,9.1970121382,100.0,0.0,0.0,0.0,IL,17,Illinois,127,Massac County,970400
27553,6004,5601,41,9,25,71,93.287808128,0.6828780813,0.1499000666,0.416389074,1.18254497,65.0,62.0,,6.53,5.4099462366,80.56,5.56,11.11,0.0,IL,17,Illinois,129,Menard County,10100
27554,3988,3690,24,7,26,78,92.527582748,0.6018054162,0.1755265797,0.6519558676,1.9558676028,54.0,62.0,,8.65,5.4872047244,100.0,0.0,0.0,0.0,IL,17,Illinois,129,Menard County,10200
27555,2305,2211,15,2,0,11,95.921908894,0.6507592191,0.0867678959,0.0,0.4772234273,58.0,62.0,,7.93,0.6236080178,100.0,0.0,0.0,0.0,IL,17,Illinois,129,Menard County,10300
27556,4518,4130,25,10,11,171,91.412129261,0.5533421868,0.2213368747,0.2434705622,3.7848605578,74.0,56.0,,5.11,4.0113985094,100.0,0.0,0.0,0.0,IL,17,Illinois,131,Mercer County,40100
27557,3518,3306,5,4,0,87,93.973848778,0.1421262081,0.1137009665,0.0,2.4729960205,27.0,62.0,,16.28,2.7280994241,95.35,0.0,1.86,0.0,IL,17,Illinois,131,Mercer County,40200
27558,3783,3523,38,3,12,102,93.127147766,1.004493788,0.0793021412,0.3172085646,2.6962727994,52.0,68.0,,9.16,6.7066521265,91.3,10.87,0.0,0.0,IL,17,Illinois,131,Mercer County,40300
27559,3880,3619,0,9,16,108,93.273195876,0.0,0.2319587629,0.412371134,2.7835051546,49.0,57.0,,9.82,6.9451434323,82.76,0.0,13.79,0.0,IL,17,Illinois,131,Mercer County,40400
27560,4892,4584,31,4,27,98,93.704006541,0.6336876533,0.0817661488,0.5519215045,2.003270646,77.0,35.0,,4.54,5.9521242182,78.95,0.0,0.0,21.05,IL,17,Illinois,133,Monroe County,600102
27561,3687,3391,18,11,17,105,91.971792785,0.4882017901,0.2983455384,0.4610794684,2.8478437754,55.0,78.0,,8.46,1.9190404798,100.0,0.0,0.0,0.0,IL,17,Illinois,133,Monroe County,600103
27562,4315,4025,19,5,34,70,93.279258401,0.4403244496,0.1158748552,0.7879490151,1.6222479722,98.0,82.0,,0.37,1.9245723173,100.0,0.0,0.0,0.0,IL,17,Illinois,133,Monroe County,600104
27563,7144,6652,16,10,47,142,93.113101904,0.2239641657,0.1399776036,0.6578947368,1.9876819709,90.0,42.0,,2.51,4.2538157151,100.0,0.0,0.0,0.0,IL,17,Illinois,133,Monroe County,600401
27564,4880,4584,10,3,29,75,93.93442623,0.2049180328,0.0614754098,0.5942622951,1.5368852459,93.0,46.0,,1.96,4.9937054133,93.33,0.0,5.33,0.0,IL,17,Illinois,133,Monroe County,600402
27565,6872,6435,21,11,29,113,93.640861467,0.3055878929,0.1600698487,0.4220023283,1.6443538999,84.0,49.0,,3.5,4.6077806122,100.0,0.0,0.0,0.0,IL,17,Illinois,133,Monroe County,600501
27566,3172,3009,3,9,5,43,94.861286255,0.0945775536,0.2837326608,0.157629256,1.3556116015,94.0,42.0,,1.65,0.6533914126,100.0,0.0,0.0,0.0,IL,17,Illinois,133,Monroe County,600502
27567,3286,3118,13,4,9,45,94.887401096,0.3956177724,0.1217285453,0.273889227,1.3694461351,52.0,62.0,,9.02,2.6002506266,87.8,0.0,0.0,9.76,IL,17,Illinois,135,Montgomery County,957300
27568,2236,2129,9,7,7,40,95.214669052,0.4025044723,0.313059034,0.313059034,1.7889087657,12.0,66.0,,24.97,0.6208425721,100.0,0.0,0.0,0.0,IL,17,Illinois,135,Montgomery County,957400
27569,2990,2815,13,8,8,42,94.147157191,0.4347826087,0.2675585284,0.2675585284,1.4046822742,48.0,57.0,,9.93,7.6441515651,91.3,0.0,8.7,0.0,IL,17,Illinois,135,Montgomery County,957500
27570,3455,3256,6,3,24,67,94.240231548,0.1736613603,0.0868306802,0.6946454414,1.9392185239,64.0,66.0,,6.68,0.029044438,100.0,0.0,0.0,0.0,IL,17,Illinois,135,Montgomery County,957600
27571,2935,2688,27,2,46,71,91.584327087,0.9199318569,0.0681431005,1.5672913118,2.4190800681,25.0,62.0,,17.23,5.7425018288,96.77,0.0,3.23,0.0,IL,17,Illinois,135,Montgomery County,957700
27572,3217,3022,20,5,10,55,93.938451974,0.6216972334,0.1554243084,0.3108486167,1.709667392,20.0,62.0,,19.46,3.0338389732,100.0,0.0,0.0,0.0,IL,17,Illinois,135,Montgomery County,957800
27573,4590,4251,34,6,22,82,92.614379085,0.7407407407,0.1307189542,0.4793028322,1.7864923747,24.0,67.0,,17.71,3.7852718513,87.65,0.0,4.63,0.0,IL,17,Illinois,135,Montgomery County,957900
27574,5579,4430,794,14,12,185,79.404911274,14.231941208,0.2509410289,0.2150923104,3.3160064528,27.0,56.0,,16.39,21.78153446,97.87,0.0,0.0,0.0,IL,17,Illinois,135,Montgomery County,958000
27575,2400,2293,4,0,6,25,95.541666667,0.1666666667,0.0,0.25,1.0416666667,53.0,62.0,,8.81,1.8203403245,100.0,0.0,0.0,0.0,IL,17,Illinois,137,Morgan County,951400
27576,2894,2765,17,1,3,36,95.542501728,0.5874222529,0.0345542502,0.1036627505,1.2439530062,41.0,68.0,,11.6,2.4371373308,90.38,0.0,9.62,0.0,IL,17,Illinois,137,Morgan County,951500
27577,3146,2388,417,12,35,113,75.90591227,13.254926891,0.3814367451,1.1125238398,3.5918626828,6.0,62.0,,31.35,26.59901599,70.91,12.73,14.55,0.0,IL,17,Illinois,137,Morgan County,951600
27578,2888,2276,323,8,19,95,78.808864266,11.184210526,0.2770083102,0.6578947368,3.2894736842,28.0,62.0,,15.88,11.135276207,90.48,3.81,0.0,0.0,IL,17,Illinois,137,Morgan County,951700
27579,3453,2829,254,3,44,151,81.928757602,7.3559223863,0.0868809731,1.2742542716,4.3730089777,40.0,62.0,,12.0,24.899759423,64.86,35.14,0.0,0.0,IL,17,Illinois,137,Morgan County,951800
27580,4620,4189,137,11,77,75,90.670995671,2.9653679654,0.2380952381,1.6666666667,1.6233766234,85.0,56.0,,3.32,2.5024061598,94.29,5.71,0.0,0.0,IL,17,Illinois,137,Morgan County,951900
27581,3786,2713,694,7,44,193,71.658742736,18.330692023,0.1848917063,1.1621764395,5.0977284733,23.0,54.0,,17.94,26.249136542,89.06,10.94,0.0,0.0,IL,17,Illinois,137,Morgan County,952000
27582,3538,3191,81,7,20,90,90.192198982,2.289429056,0.1978518937,0.5652911249,2.5438100622,51.0,69.0,,9.36,6.2277580071,100.0,0.0,0.0,0.0,IL,17,Illinois,137,Morgan County,952100
27583,2980,2812,20,0,15,33,94.362416107,0.6711409396,0.0,0.5033557047,1.1073825503,65.0,66.0,,6.64,3.701399689,100.0,0.0,0.0,0.0,IL,17,Illinois,137,Morgan County,952200
27584,3210,3033,14,5,19,27,94.485981308,0.4361370717,0.1557632399,0.5919003115,0.8411214953,41.0,66.0,,11.63,2.9007633588,100.0,0.0,0.0,0.0,IL,17,Illinois,137,Morgan County,952300
27585,4973,4799,14,0,14,67,96.501105972,0.2815202091,0.0,0.2815202091,1.3472752865,83.0,55.0,,3.59,2.5171624714,100.0,0.0,0.0,0.0,IL,17,Illinois,139,Moultrie County,976900
27586,2356,2204,17,7,8,19,93.548387097,0.7215619694,0.2971137521,0.3395585739,0.8064516129,32.0,62.0,,14.35,6.3231850117,82.01,0.0,0.0,0.0,IL,17,Illinois,139,Moultrie County,977000
27587,3127,2941,16,12,4,37,94.051806844,0.5116725296,0.3837543972,0.1279181324,1.1832427247,68.0,67.0,,5.99,1.9850309144,100.0,0.0,0.0,0.0,IL,17,Illinois,139,Moultrie County,977100
27588,4070,3803,37,7,23,71,93.43980344,0.9090909091,0.171990172,0.5651105651,1.7444717445,40.0,68.0,,11.87,4.0826245443,97.56,1.95,0.0,0.0,IL,17,Illinois,139,Moultrie County,977200
27589,4328,3960,12,6,40,146,91.497227357,0.2772643253,0.1386321627,0.9242144177,3.3733826248,71.0,38.0,,5.63,7.8576380864,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,960700
27590,3412,3205,13,3,10,65,93.933177022,0.3810082063,0.0879249707,0.2930832356,1.9050410317,67.0,62.0,,6.22,7.016543069,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,960800
27591,4604,4087,33,0,13,313,88.770634231,0.7167680278,0.0,0.2823631625,6.7984361425,19.0,51.0,,20.09,5.3832116788,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,960900
27592,3190,2752,16,5,6,288,86.269592476,0.5015673981,0.1567398119,0.1880877743,9.0282131661,52.0,86.0,,9.03,17.562946845,81.67,0.0,6.67,0.0,IL,17,Illinois,141,Ogle County,961001
27593,3664,3123,40,1,20,292,85.234716157,1.0917030568,0.0272925764,0.5458515284,7.9694323144,43.0,86.0,,11.25,11.393442623,87.5,0.0,12.5,0.0,IL,17,Illinois,141,Ogle County,961002
27594,3791,2648,105,8,29,840,69.849643893,2.7697177526,0.2110261145,0.764969665,22.157742021,71.0,75.0,,5.53,20.137239377,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,961100
27595,7183,4987,88,9,51,1774,69.427815676,1.2251148545,0.1252958374,0.7100097452,24.697201726,67.0,38.0,,6.21,25.413956239,89.19,0.0,13.51,0.0,IL,17,Illinois,141,Ogle County,961200
27596,2483,2313,5,1,11,83,93.153443415,0.2013693113,0.0402738623,0.4430124849,3.3427305679,83.0,87.0,,3.61,0.48828125,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,961301
27597,2588,2363,20,2,12,88,91.306027821,0.772797527,0.0772797527,0.4636785162,3.400309119,87.0,86.0,,2.9,5.4945054945,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,961302
27598,3975,3555,39,11,24,173,89.433962264,0.9811320755,0.2767295597,0.6037735849,4.3522012579,49.0,53.0,,9.61,9.7537878788,96.67,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,961400
27599,4310,3977,19,4,7,166,92.273781903,0.4408352668,0.0928074246,0.162412993,3.8515081206,26.0,57.0,,16.87,8.9685075308,100.0,0.0,0.0,0.0,IL,17,Illinois,141,Ogle County,961500
27600,3295,1765,108,8,16,1297,53.566009105,3.277693475,0.2427921093,0.4855842185,39.362670713,40.0,52.0,,12.03,45.88490099,43.28,5.97,52.24,0.0,IL,17,Illinois,141,Ogle County,961600
27601,4965,4385,45,14,20,272,88.318227593,0.9063444109,0.2819738167,0.4028197382,5.4783484391,54.0,0.0,,8.56,9.6774193548,53.51,0.0,43.24,0.0,IL,17,Illinois,141,Ogle County,961700
27651,2902,2769,9,4,8,32,95.416953825,0.3101309442,0.1378359752,0.2756719504,1.1026878015,58.0,57.0,,7.97,2.326401128,100.0,0.0,0.0,0.0,IL,17,Illinois,145,Perry County,30100
27652,7114,5281,1247,8,43,377,74.233904976,17.528816418,0.1124543154,0.6044419455,5.2994096148,20.0,62.0,,19.51,26.608148827,95.52,0.0,0.0,0.0,IL,17,Illinois,145,Perry County,30200
27653,2061,1881,11,4,6,81,91.266375546,0.5337214944,0.1940805434,0.2911208151,3.9301310044,33.0,57.0,,14.25,3.1544256121,100.0,0.0,0.0,0.0,IL,17,Illinois,145,Perry County,30300
27654,2432,2025,198,7,12,74,83.264802632,8.1414473684,0.2878289474,0.4934210526,3.0427631579,19.0,62.0,,20.02,7.8520980474,77.5,10.0,0.0,0.0,IL,17,Illinois,145,Perry County,30400
27655,2526,2306,71,5,23,70,91.290577989,2.8107680127,0.1979414093,0.910530483,2.7711797308,59.0,62.0,,7.71,12.880765883,100.0,0.0,0.0,0.0,IL,17,Illinois,145,Perry County,30500
27656,3910,3517,117,6,34,80,89.948849105,2.9923273657,0.1534526854,0.8695652174,2.0460358056,11.0,62.0,,25.56,9.0693382547,100.0,0.0,0.0,0.0,IL,17,Illinois,145,Perry County,30600
27657,4426,4135,12,7,13,80,93.425214641,0.2711251695,0.1581563488,0.2937189336,1.8075011297,93.0,66.0,,1.93,3.2946635731,79.8,20.2,0.0,0.0,IL,17,Illinois,147,Piatt County,954500
27658,6310,5900,43,6,49,85,93.502377179,0.6814580032,0.0950871632,0.7765451664,1.3470681458,58.0,57.0,,7.82,5.9846792212,93.75,0.0,0.0,6.25,IL,17,Illinois,147,Piatt County,954600
27659,3174,2980,13,1,16,48,93.887838689,0.4095778198,0.0315059861,0.5040957782,1.5122873346,65.0,66.0,,6.57,2.8928336621,100.0,0.0,0.0,0.0,IL,17,Illinois,147,Piatt County,954700
27660,2763,2585,15,9,3,34,93.557727108,0.542888165,0.325732899,0.108577633,1.2305465074,71.0,57.0,,5.63,2.183249821,100.0,0.0,0.0,0.0,IL,17,Illinois,147,Piatt County,954800
27661,2937,2762,10,6,11,43,94.041538985,0.3404834866,0.2042900919,0.3745318352,1.4640789922,34.0,57.0,,13.87,8.9945487583,97.96,0.0,1.63,0.0,IL,17,Illinois,149,Pike County,952400
27662,2431,2266,4,4,8,44,93.212669683,0.164541341,0.164541341,0.329082682,1.8099547511,39.0,56.0,,12.38,2.2850924918,100.0,0.0,3.2,3.2,IL,17,Illinois,149,Pike County,952500
27663,2915,2771,8,2,4,38,95.060034305,0.2744425386,0.0686106346,0.1372212693,1.3036020583,32.0,56.0,,14.48,2.1008403361,100.0,0.0,0.0,0.0,IL,17,Illinois,149,Pike County,952600
27664,4362,4038,41,14,19,128,92.57221458,0.9399358093,0.320953691,0.4355800092,2.934433746,43.0,68.0,,11.19,4.9112289601,100.0,0.0,0.0,0.0,IL,17,Illinois,149,Pike County,952700
27665,2094,2037,0,7,7,9,97.277936963,0.0,0.3342884432,0.3342884432,0.4297994269,24.0,67.0,,17.75,3.267659779,100.0,0.0,0.0,0.0,IL,17,Illinois,149,Pike County,952800
27666,1991,1859,20,1,6,38,93.370165746,1.0045203415,0.0502260171,0.3013561025,1.9085886489,42.0,42.0,,11.4,14.89136195,100.0,0.0,0.0,0.0,IL,17,Illinois,151,Pope County,971200
27667,1772,1632,18,0,10,33,92.099322799,1.0158013544,0.0,0.5643340858,1.8623024831,8.0,46.0,,29.17,6.9868995633,100.0,0.0,0.0,0.0,IL,17,Illinois,151,Pope County,971300
27668,2678,1978,513,14,2,43,73.861090366,19.156086632,0.5227781927,0.074682599,1.6056758775,28.0,50.0,,15.9,23.422159888,64.44,30.67,0.0,0.0,IL,17,Illinois,153,Pulaski County,971000
27669,2515,1267,949,22,11,161,50.377733598,37.73359841,0.8747514911,0.4373757455,6.4015904573,17.0,42.0,,21.26,50.702576112,37.3,67.57,0.0,0.0,IL,17,Illinois,153,Pulaski County,971100
27670,2814,2452,19,2,15,242,87.135749822,0.6751954513,0.0710732054,0.5330490405,8.5998578536,44.0,52.0,,10.83,9.9150141643,94.38,0.0,8.99,0.0,IL,17,Illinois,155,Putnam County,954500
27671,2823,2621,7,5,7,106,92.844491676,0.2479631598,0.1771165427,0.2479631598,3.7548707049,57.0,62.0,,8.07,6.6988950276,95.71,0.0,0.0,0.0,IL,17,Illinois,155,Putnam County,954600
27672,2063,1933,46,0,16,21,93.698497334,2.2297624818,0.0,0.7755695589,1.017935046,53.0,57.0,,8.95,6.2724935733,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,950500
27673,4181,3069,708,7,15,112,73.403491988,16.933747907,0.1674240612,0.3587658455,2.6787849797,52.0,50.0,,9.06,28.614043139,76.72,23.28,2.12,0.0,IL,17,Illinois,157,Randolph County,950600
27674,2424,2245,4,3,0,43,92.615511551,0.1650165017,0.1237623762,0.0,1.7739273927,21.0,56.0,,19.31,6.1848256023,82.61,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,950700
27675,4681,4379,24,8,20,69,93.548387097,0.5127109592,0.1709036531,0.4272591327,1.4740440077,50.0,42.0,,9.57,1.7373646209,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,950800
27676,3193,2974,2,14,6,35,93.141246477,0.0626370185,0.4384591293,0.1879110554,1.0961478234,53.0,49.0,,8.87,1.4294403893,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,950900
27677,2587,2488,9,0,1,14,96.17317356,0.3478933127,0.0,0.0386548125,0.5411673753,53.0,42.0,,8.94,0.0839278221,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,951000
27678,3358,2986,18,5,18,210,88.921977367,0.5360333532,0.1488981537,0.5360333532,6.2537224538,46.0,46.0,,10.53,10.501066098,96.97,0.0,2.42,0.0,IL,17,Illinois,157,Randolph County,951100
27679,1783,1605,22,3,0,108,90.016825575,1.2338754907,0.1682557487,0.0,6.0572069546,16.0,95.0,,21.87,2.7909176916,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,951201
27680,3082,1265,1494,3,8,288,41.044776119,48.475016223,0.09733939,0.2595717067,9.3445814406,26.0,75.0,,16.62,63.325740319,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,951202
27681,2811,2516,54,5,9,131,89.505514052,1.9210245464,0.1778726432,0.3201707577,4.6602632515,30.0,46.0,,15.2,9.7002357696,100.0,0.0,0.0,0.0,IL,17,Illinois,157,Randolph County,951300
27682,3784,3614,8,4,7,39,95.507399577,0.2114164905,0.1057082452,0.1849894292,1.0306553911,59.0,67.0,,7.69,1.650879567,100.0,3.1,0.0,0.0,IL,17,Illinois,159,Richland County,977900
27683,2033,1880,19,4,21,49,92.474176094,0.9345794393,0.1967535662,1.0329562223,2.4102311854,9.0,56.0,,28.29,3.7037037037,100.0,0.0,0.0,0.0,IL,17,Illinois,159,Richland County,978000
27684,4009,3668,25,8,72,106,91.494138189,0.623596907,0.1995510102,1.795959092,2.6440508855,33.0,62.0,,14.13,9.228303183,86.96,0.0,13.04,0.0,IL,17,Illinois,159,Richland County,978100
27685,2672,2424,20,9,16,67,90.718562874,0.748502994,0.3368263473,0.5988023952,2.5074850299,33.0,67.0,,14.2,8.2559339525,77.78,14.81,0.0,0.0,IL,17,Illinois,159,Richland County,978200
27686,3315,3227,3,3,14,12,97.345399698,0.0904977376,0.0904977376,0.4223227753,0.3619909502,60.0,56.0,,7.45,2.2541653055,100.0,0.0,0.0,0.0,IL,17,Illinois,159,Richland County,978300
27687,2545,2291,23,2,6,114,90.019646365,0.9037328094,0.0785854617,0.2357563851,4.4793713163,53.0,95.0,,8.85,9.6342902084,100.0,0.0,0.0,0.0,IL,17,Illinois,161,Rock Island County,20101
27688,3609,3335,14,2,14,123,92.407869216,0.3879190912,0.055417013,0.3879190912,3.4081463009,52.0,88.0,,9.08,9.0692692216,88.46,3.08,0.0,0.0,IL,17,Illinois,161,Rock Island County,20102
27689,934,875,4,2,0,25,93.683083512,0.4282655246,0.2141327623,0.0,2.6766595289,95.0,99.0,,1.34,3.3407572383,100.0,0.0,0.0,0.0,IL,17,Illinois,161,Rock Island County,20103
27690,3624,2607,392,7,37,411,71.937086093,10.816777042,0.1931567329,1.0209713024,11.341059603,13.0,52.0,,23.89,26.409064497,73.91,4.35,18.84,0.0,IL,17,Illinois,161,Rock Island County,20200
27691,4358,3039,429,12,151,558,69.733822855,9.8439651216,0.2753556677,3.4648921524,12.80403855,48.0,77.0,,10.01,21.830985915,90.7,0.0,11.63,0.0,IL,17,Illinois,161,Rock Island County,20301
27692,2426,1409,214,7,2,657,58.079142622,8.8211046991,0.2885408079,0.0824402308,27.081615829,15.0,90.0,,22.66,35.294117647,78.76,3.86,16.99,0.0,IL,17,Illinois,161,Rock Island County,20302
27693,5967,3644,1151,5,30,913,61.06921401,19.289425172,0.0837942014,0.5027652086,15.300821183,48.0,39.0,,10.04,39.870190079,50.77,28.21,23.08,0.0,IL,17,Illinois,161,Rock Island County,20400
27694,2267,839,365,4,17,944,37.009263344,16.100573445,0.1764446405,0.7498897221,41.640935157,17.0,13.0,,21.31,47.476125512,42.86,2.86,60.71,0.0,IL,17,Illinois,161,Rock Island County,20600
27695,1615,717,199,3,31,578,44.39628483,12.321981424,0.1857585139,1.919504644,35.789473684,16.0,29.0,,22.14,43.927827897,78.05,21.95,0.0,0.0,IL,17,Illinois,161,Rock Island County,20700
27696,5110,3497,355,7,117,938,68.43444227,6.9471624266,0.1369863014,2.28962818,18.356164384,76.0,39.0,,4.66,21.938253936,100.0,0.0,0.0,0.0,IL,17,Illinois,161,Rock Island County,20800
27697,5715,3457,829,8,427,787,60.489938758,14.505686789,0.1399825022,7.4715660542,13.770778653,43.0,39.0,,11.13,32.788147008,96.0,4.0,0.0,0.0,IL,17,Illinois,161,Rock Island County,20900
27698,3812,2131,936,6,178,356,55.902413431,24.554039874,0.1573976915,4.6694648478,9.3389296957,35.0,52.0,,13.32,39.983974359,60.08,21.01,14.71,0.0,IL,17,Illinois,161,Rock Island County,21000
