,Total_Population2020,white_2020,black_2020,native_2020,asian_pi_2020,hisp_2020,pct_white_2020,pct_black_2020,pct_native_2020,pct_asian_pi_2020,pct_hispanic_2020,pov_idx,haz_idx,tcost_idx,pct_poor_ns,pct_nonwhite,hh_pct_white_lt30ami,hh_pct_black_lt30ami,hh_pct_hisp_lt30ami,hh_pct_ai_pi_lt30ami,stusab,state,state_name,county,county_name,tract
25469,2432,30,1621,2,6,734,1.2335526316,66.652960526,0.0822368421,0.2467105263,30.180921053,16.0,3.0,,21.71,99.386267741,0.0,98.33,1.33,0.0,IL,17,Illinois,31,Cook County,250800
25470,1075,15,758,3,0,272,1.3953488372,70.511627907,0.2790697674,0.0,25.302325581,8.0,3.0,,28.89,99.297893681,0.0,86.96,13.04,0.0,IL,17,Illinois,31,Cook County,251000
25471,4468,34,3282,3,16,1058,0.7609668756,73.45568487,0.0671441361,0.3581020591,23.679498657,7.0,3.0,,30.93,98.446357338,2.45,93.25,4.91,0.0,IL,17,Illinois,31,Cook County,251100
25472,3910,21,2861,8,3,948,0.537084399,73.171355499,0.2046035806,0.0767263427,24.245524297,45.0,3.0,,10.74,99.226861056,0.0,89.47,10.53,0.0,IL,17,Illinois,31,Cook County,251200
25473,5098,69,4037,3,7,895,1.3534719498,79.18791683,0.0588466065,0.1373087485,17.555904276,11.0,3.0,,25.79,98.18877551,0.0,96.12,3.69,0.0,IL,17,Illinois,31,Cook County,251300
25474,3986,206,3307,0,7,375,5.1680883091,82.965378826,0.0,0.1756146513,9.4079277471,8.0,3.0,,28.83,86.569080637,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,251400
25475,4342,78,3466,3,5,711,1.7964071856,79.824965454,0.0690925841,0.1151543068,16.374942423,10.0,3.0,,26.52,97.848293849,0.0,96.74,4.35,0.0,IL,17,Illinois,31,Cook County,251500
25476,3522,23,2827,0,5,579,0.6530380466,80.26689381,0.0,0.1419647927,16.439522998,9.0,3.0,,28.26,99.930232558,0.0,85.19,15.74,0.0,IL,17,Illinois,31,Cook County,251600
25477,1347,18,863,2,2,439,1.3363028953,64.068299926,0.1484780995,0.1484780995,32.590942836,20.0,3.0,,19.57,96.909667195,0.0,92.0,3.2,0.0,IL,17,Illinois,31,Cook County,251700
25478,5101,22,4687,4,1,313,0.4312879827,91.883944325,0.0784159969,0.0196039992,6.1360517546,1.0,3.0,,44.1,96.599033816,2.29,94.86,2.86,0.0,IL,17,Illinois,31,Cook County,251800
25479,5387,84,4841,5,8,362,1.5593094487,89.864488584,0.0928160386,0.1485056618,6.7198811955,2.0,3.0,,40.46,96.577787109,0.0,96.86,1.57,0.0,IL,17,Illinois,31,Cook County,251900
25480,5646,91,5199,12,15,246,1.6117605384,92.082890542,0.2125398512,0.265674814,4.3570669501,9.0,3.0,,27.82,98.346107301,1.83,97.71,0.0,0.0,IL,17,Illinois,31,Cook County,252000
25481,1502,36,1373,0,3,60,2.396804261,91.411451398,0.0,0.1997336884,3.9946737683,9.0,3.0,,27.62,98.913886734,4.76,96.83,0.0,0.0,IL,17,Illinois,31,Cook County,252101
25482,6187,29,5755,4,2,300,0.4687247454,93.017617585,0.064651689,0.0323258445,4.8488766769,9.0,3.0,,27.57,98.062616243,0.0,88.37,12.4,0.0,IL,17,Illinois,31,Cook County,252102
25483,2940,19,2606,4,4,266,0.6462585034,88.639455782,0.1360544218,0.1360544218,9.0476190476,8.0,3.0,,29.11,95.097305389,0.0,97.1,2.9,0.0,IL,17,Illinois,31,Cook County,252201
25484,4783,33,4412,4,3,255,0.6899435501,92.243361907,0.0836295212,0.0627221409,5.3313819778,6.0,2.0,,32.67,98.42645382,0.0,96.72,0.0,3.28,IL,17,Illinois,31,Cook County,252202
25485,1477,31,1330,3,0,81,2.0988490183,90.047393365,0.2031144211,0.0,5.4840893703,6.0,3.0,,32.5,92.5,3.29,96.71,0.0,0.0,IL,17,Illinois,31,Cook County,260100
25486,1054,17,926,5,4,79,1.6129032258,87.855787476,0.4743833017,0.3795066414,7.495256167,44.0,3.0,,11.02,100.0,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,260200
25487,1528,14,1354,4,5,131,0.9162303665,88.612565445,0.2617801047,0.3272251309,8.5732984293,0.0,3.0,,56.73,98.818232977,0.0,95.31,4.69,0.0,IL,17,Illinois,31,Cook County,260300
25488,1398,3,1269,5,0,86,0.2145922747,90.772532189,0.3576537911,0.0,6.1516452074,18.0,3.0,,20.64,99.050086356,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,260400
25489,1833,17,1656,4,0,128,0.927441353,90.343698854,0.2182214948,0.0,6.9830878342,7.0,2.0,,30.93,99.826889786,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,260500
25490,2114,7,1894,6,0,177,0.3311258278,89.593188269,0.2838221381,0.0,8.3727530747,1.0,2.0,,46.97,98.140200286,0.0,97.83,1.74,0.0,IL,17,Illinois,31,Cook County,260600
25491,1691,33,1426,3,2,164,1.9515079834,84.328799527,0.1774098167,0.1182732111,9.6984033116,2.0,2.0,,40.85,98.897734231,0.0,92.45,5.28,0.0,IL,17,Illinois,31,Cook County,260700
25492,2271,41,2064,2,3,99,1.8053720828,90.885072655,0.0880669309,0.1321003963,4.3593130779,2.0,2.0,,40.42,94.286941581,2.94,85.29,0.0,0.0,IL,17,Illinois,31,Cook County,260800
25493,1778,50,1603,8,5,75,2.8121484814,90.157480315,0.449943757,0.2812148481,4.2182227222,2.0,1.0,,40.96,90.063424947,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,260900
25494,2289,18,2082,5,5,137,0.7863695937,90.956749672,0.2184359983,0.2184359983,5.9851463521,16.0,1.0,,21.82,100.0,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,261000
25495,1619,12,1520,2,0,49,0.7411982705,93.885114268,0.1235330451,0.0,3.0265596047,1.0,2.0,,46.04,100.0,0.0,100.0,1.04,0.0,IL,17,Illinois,31,Cook County,270500
25496,1172,30,1016,0,2,96,2.5597269625,86.689419795,0.0,0.1706484642,8.1911262799,11.0,3.0,,26.32,95.365278869,7.46,92.54,0.0,0.0,IL,17,Illinois,31,Cook County,271200
25497,1060,24,951,2,6,58,2.2641509434,89.716981132,0.1886792453,0.5660377358,5.4716981132,1.0,3.0,,48.93,100.0,0.0,97.42,0.0,2.06,IL,17,Illinois,31,Cook County,271300
25498,1535,66,1292,2,9,127,4.2996742671,84.169381107,0.1302931596,0.5863192182,8.2736156352,3.0,3.0,,38.11,93.566775244,0.0,85.09,8.33,0.0,IL,17,Illinois,31,Cook County,271400
25499,1373,28,1235,3,3,79,2.0393299345,89.949016752,0.2184996358,0.2184996358,5.7538237436,11.0,2.0,,26.06,96.342259961,8.33,91.67,0.0,0.0,IL,17,Illinois,31,Cook County,271500
25500,976,15,862,0,8,63,1.5368852459,88.319672131,0.0,0.8196721311,6.4549180328,9.0,3.0,,28.1,100.0,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,271800
25501,7421,5245,363,9,1054,447,70.677806226,4.8915240534,0.1212774559,14.202937609,6.0234469748,86.0,2.0,,3.11,31.12267658,54.17,8.33,8.33,25.0,IL,17,Illinois,31,Cook County,280100
25502,1231,92,991,2,38,72,7.4735987002,80.503655565,0.162469537,3.0869212023,5.8489033306,10.0,1.0,,26.71,80.087527352,6.67,86.67,6.67,0.0,IL,17,Illinois,31,Cook County,280400
25503,1198,43,1056,1,8,66,3.5893155259,88.146911519,0.0834724541,0.6677796327,5.5091819699,3.0,3.0,,39.29,88.627935723,21.53,78.47,0.0,0.0,IL,17,Illinois,31,Cook County,280800
25504,1077,132,826,0,24,66,12.256267409,76.69452182,0.0,2.2284122563,6.1281337047,0.0,3.0,,51.79,92.966751918,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,280900
25505,7031,3264,321,13,2703,398,46.422983928,4.5654956621,0.1848954629,38.444033566,5.6606457118,87.0,2.0,,2.89,52.011715739,63.33,4.44,0.0,32.22,IL,17,Illinois,31,Cook County,281900
25506,2558,590,929,1,330,615,23.064894449,36.317435496,0.0390930414,12.900703675,24.042220485,27.0,3.0,,16.16,72.673849167,5.59,48.25,2.8,41.96,IL,17,Illinois,31,Cook County,282700
25507,1634,551,248,1,332,423,33.720930233,15.17747858,0.0611995104,20.318237454,25.887392901,76.0,3.0,,4.73,68.469575907,34.29,5.71,20.0,20.0,IL,17,Illinois,31,Cook County,282800
25508,2717,806,748,2,861,184,29.66507177,27.530364372,0.0736105999,31.689363268,6.7721751932,35.0,1.0,,13.39,82.465221611,8.47,24.58,46.61,19.49,IL,17,Illinois,31,Cook County,283100
25509,1670,539,565,1,323,160,32.275449102,33.832335329,0.0598802395,19.341317365,9.5808383234,42.0,1.0,,11.52,68.61575179,12.5,67.39,8.15,10.33,IL,17,Illinois,31,Cook County,283200
25510,3343,994,1497,6,348,392,29.733772061,44.780137601,0.1794795094,10.409811547,11.725994616,22.0,1.0,,18.42,69.427792916,21.74,73.91,4.35,0.0,IL,17,Illinois,31,Cook County,283800
25511,3975,35,3520,3,6,347,0.8805031447,88.553459119,0.0754716981,0.1509433962,8.7295597484,3.0,0.0,,39.41,100.0,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,290900
25512,2286,15,2125,2,3,113,0.656167979,92.957130359,0.0874890639,0.1312335958,4.9431321085,2.0,1.0,,43.85,99.846860643,0.0,97.06,2.94,0.0,IL,17,Illinois,31,Cook County,291200
25513,874,122,146,1,27,549,13.958810069,16.704805492,0.114416476,3.0892448513,62.814645309,40.0,3.0,,11.92,73.026315789,15.38,0.0,84.62,0.0,IL,17,Illinois,31,Cook County,291600
25514,2942,88,2504,6,5,287,2.9911624745,85.112168593,0.203942896,0.1699524133,9.7552685248,3.0,1.0,,37.48,97.309062129,3.58,76.13,10.74,0.0,IL,17,Illinois,31,Cook County,292200
25515,2041,40,1784,0,1,188,1.9598236159,87.408133268,0.0,0.0489955904,9.2111709946,12.0,1.0,,25.17,83.188670626,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,292400
25516,4057,51,3552,6,6,367,1.2570865171,87.552378605,0.1478925314,0.1478925314,9.0460931723,9.0,0.0,,28.23,98.021181717,4.76,89.52,0.0,0.0,IL,17,Illinois,31,Cook County,292500
25517,3243,94,301,0,4,2817,2.8985507246,9.281529448,0.0,0.123342584,86.864014801,54.0,1.0,,8.74,95.023272467,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,300500
25518,3253,96,425,3,14,2672,2.9511220412,13.064863203,0.0922225638,0.4303719643,82.13956348,15.0,1.0,,22.25,96.771853464,0.0,13.23,78.84,0.0,IL,17,Illinois,31,Cook County,300600
25519,4798,95,141,19,15,4500,1.9799916632,2.9387244685,0.3959983326,0.3126302626,93.789078783,28.0,2.0,,15.76,98.622047244,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,300700
25520,4136,53,91,0,8,3937,1.2814313346,2.2001934236,0.0,0.1934235977,95.188588008,0.0,2.0,,51.37,98.590485779,0.82,0.0,98.97,0.0,IL,17,Illinois,31,Cook County,300800
25521,4553,139,56,15,18,4286,3.0529321327,1.2299582693,0.3294531078,0.3953437294,94.13573468,11.0,3.0,,25.89,93.675298805,8.2,0.0,91.8,0.0,IL,17,Illinois,31,Cook County,300900
25522,2323,166,115,1,11,2007,7.1459319845,4.9504950495,0.043047783,0.4735256134,86.39690056,45.0,3.0,,10.57,88.407821229,10.27,0.0,89.19,0.0,IL,17,Illinois,31,Cook County,301100
25523,4087,237,448,6,26,3317,5.7988744801,10.961585515,0.1468069489,0.6361634451,81.159774896,12.0,3.0,,24.82,94.069617533,3.57,19.64,71.43,0.0,IL,17,Illinois,31,Cook County,301200
25524,4995,65,23,2,2,4874,1.3013013013,0.4604604605,0.04004004,0.04004004,97.577577578,4.0,1.0,,36.09,98.375066596,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,301600
25525,4279,52,37,11,10,4149,1.215237205,0.8646880112,0.2570694087,0.2336994625,96.961906988,30.0,1.0,,15.1,90.217126128,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,301701
25526,4121,49,8,2,5,4032,1.1890317884,0.1941276389,0.0485319097,0.1213297743,97.840330017,32.0,1.0,,14.48,96.995708155,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,301702
25527,3947,72,26,8,7,3816,1.8241702559,0.658728148,0.202685584,0.177349886,96.681023562,29.0,0.0,,15.66,98.918187965,5.17,0.0,96.55,0.0,IL,17,Illinois,31,Cook County,301801
25528,3376,56,49,3,3,3243,1.6587677725,1.4514218009,0.0888625592,0.0888625592,96.06042654,22.0,1.0,,18.43,97.851420248,7.27,0.0,92.73,0.0,IL,17,Illinois,31,Cook County,301802
25529,5107,108,15,0,3,4962,2.1147444684,0.2937145095,0.0,0.0587429019,97.160759742,42.0,1.0,,11.5,96.532280801,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,301803
25530,1588,562,152,3,116,685,35.390428212,9.5717884131,0.1889168766,7.3047858942,43.136020151,30.0,1.0,,15.09,65.586328816,26.67,0.0,77.78,0.0,IL,17,Illinois,31,Cook County,310200
25531,1767,414,96,0,85,1094,23.429541596,5.4329371817,0.0,4.8104131296,61.912846633,42.0,2.0,,11.37,76.73188789,21.93,13.16,69.3,0.0,IL,17,Illinois,31,Cook County,310300
25532,1375,383,44,2,45,859,27.854545455,3.2,0.1454545455,3.2727272727,62.472727273,69.0,1.0,,5.94,63.713477851,22.35,0.0,76.47,0.0,IL,17,Illinois,31,Cook County,310400
25533,1399,258,54,2,44,1012,18.441744103,3.8598999285,0.1429592566,3.1451036455,72.337383846,61.0,1.0,,7.32,80.543933054,26.67,0.0,73.33,0.0,IL,17,Illinois,31,Cook County,310500
25534,5498,1172,359,8,211,3624,21.316842488,6.5296471444,0.1455074573,3.8377591852,65.914878138,57.0,1.0,,8.05,65.418410042,0.0,28.57,71.43,0.0,IL,17,Illinois,31,Cook County,310600
25535,1700,322,99,4,37,1190,18.941176471,5.8235294118,0.2352941176,2.1764705882,70.0,8.0,1.0,,29.88,74.810892587,0.0,0.0,100.0,0.0,IL,17,Illinois,31,Cook County,310700
25536,4175,706,106,0,138,3128,16.910179641,2.5389221557,0.0,3.3053892216,74.922155689,51.0,3.0,,9.27,85.9082397,6.38,8.51,85.11,0.0,IL,17,Illinois,31,Cook County,310800
25537,4781,699,156,7,81,3735,14.620372307,3.262915708,0.1464128843,1.694206233,78.121731855,33.0,3.0,,14.13,81.778045354,9.09,5.45,83.64,0.0,IL,17,Illinois,31,Cook County,310900
25538,9532,5989,480,12,1934,658,62.830465799,5.0356693244,0.1258917331,20.289550986,6.9030633655,60.0,26.0,,7.52,42.842673869,72.88,0.0,16.95,10.17,IL,17,Illinois,31,Cook County,320101
25539,4846,2688,178,6,1268,431,55.468427569,3.6731324804,0.1238134544,26.165910029,8.8939331407,91.0,80.0,,2.21,31.611570248,0.0,0.0,0.0,100.0,IL,17,Illinois,31,Cook County,320102
25540,2856,1803,250,4,459,232,63.130252101,8.7535014006,0.1400560224,16.071428571,8.1232492997,88.0,2.0,,2.85,37.84847491,46.88,0.0,0.0,45.31,IL,17,Illinois,31,Cook County,320400
25541,6395,3316,784,5,1469,498,51.853010164,12.259577795,0.0781860829,22.971071149,7.7873338546,83.0,2.0,,3.53,37.180997252,33.93,5.36,30.36,32.14,IL,17,Illinois,31,Cook County,320600
25542,4592,2367,477,1,1270,265,51.546167247,10.387630662,0.0217770035,27.656794425,5.7709059233,72.0,94.0,,5.45,45.985832349,0.0,0.0,0.0,100.0,IL,17,Illinois,31,Cook County,330101
25543,10811,5360,1813,8,2162,838,49.579132365,16.769956526,0.073998705,19.998150032,7.7513643511,93.0,68.0,,1.94,48.265219242,8.49,61.32,0.0,24.53,IL,17,Illinois,31,Cook County,330102
25544,8248,3336,2594,13,1235,678,40.446168768,31.450048497,0.157613967,14.973326867,8.2201745878,46.0,74.0,,10.46,47.151671689,29.47,58.95,11.58,0.0,IL,17,Illinois,31,Cook County,330103
25545,4008,1440,1158,12,946,226,35.928143713,28.892215569,0.2994011976,23.602794411,5.6387225549,42.0,2.0,,11.4,50.076844262,4.52,53.57,0.0,41.43,IL,17,Illinois,31,Cook County,330200
25546,1865,258,35,3,1441,103,13.833780161,1.8766756032,0.1608579088,77.26541555,5.5227882038,29.0,4.0,,15.67,91.279373368,4.1,0.0,10.25,79.51,IL,17,Illinois,31,Cook County,340300
25547,1844,258,48,2,1405,106,13.99132321,2.6030368764,0.1084598698,76.193058568,5.748373102,38.0,4.0,,12.63,90.0,4.0,2.0,0.0,90.0,IL,17,Illinois,31,Cook County,340400
25548,1629,662,72,0,700,166,40.638428484,4.4198895028,0.0,42.971147944,10.190300798,9.0,4.0,,28.21,56.091205212,18.55,17.39,8.7,56.23,IL,17,Illinois,31,Cook County,340500
25549,1151,16,1074,1,16,16,1.3900955691,93.310165074,0.0868809731,1.3900955691,1.3900955691,0.0,4.0,,62.45,94.884169884,0.0,97.01,0.0,0.0,IL,17,Illinois,31,Cook County,340600
25550,2228,176,1029,3,877,68,7.8994614004,46.18491921,0.1346499102,39.362657092,3.052064632,58.0,4.0,,7.81,93.832943013,5.8,39.13,2.9,38.84,IL,17,Illinois,31,Cook County,350100
25551,1512,20,1371,5,1,84,1.3227513228,90.674603175,0.3306878307,0.0661375661,5.5555555556,0.0,4.0,,52.58,99.554013875,2.56,97.44,0.0,0.0,IL,17,Illinois,31,Cook County,350400
25552,3640,269,2569,12,522,117,7.3901098901,70.576923077,0.3296703297,14.340659341,3.2142857143,48.0,4.0,,9.85,96.465436347,0.0,65.22,0.0,27.83,IL,17,Illinois,31,Cook County,351000
25553,2038,33,1902,0,21,36,1.6192345437,93.326790972,0.0,1.0304219823,1.766437684,0.0,4.0,,58.02,99.011602922,2.27,96.97,0.61,0.0,IL,17,Illinois,31,Cook County,351100
25554,1392,42,1219,0,9,71,3.0172413793,87.57183908,0.0,0.6465517241,5.1005747126,0.0,4.0,,56.07,95.838020247,0.0,98.23,0.71,0.0,IL,17,Illinois,31,Cook County,351400
25555,823,40,626,1,95,48,4.8602673147,76.063183475,0.1215066829,11.543134872,5.8323207776,4.0,4.0,,36.89,85.133239832,4.76,88.1,0.0,7.14,IL,17,Illinois,31,Cook County,351500
25556,1651,13,1548,0,24,25,0.7874015748,93.761356753,0.0,1.4536644458,1.5142337977,6.0,4.0,,31.46,99.519230769,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,360200
25557,2207,89,1924,1,15,75,4.0326234708,87.17716357,0.0453103761,0.6796556411,3.3982782057,6.0,4.0,,31.68,96.079456351,0.0,94.78,1.74,0.0,IL,17,Illinois,31,Cook County,380100
25558,2408,50,2239,6,6,45,2.0764119601,92.981727575,0.2491694352,0.2491694352,1.8687707641,7.0,4.0,,30.94,99.390986602,0.0,99.07,0.0,0.0,IL,17,Illinois,31,Cook County,380200
25559,3947,90,3648,2,12,103,2.2802128199,92.424626298,0.050671396,0.304028376,2.6095768938,9.0,0.0,,28.48,88.815090329,9.6,88.14,0.0,2.26,IL,17,Illinois,31,Cook County,380600
25560,2077,35,1932,6,2,43,1.6851227732,93.018777082,0.2888781897,0.0962927299,2.0702936928,28.0,4.0,,15.81,98.686868687,0.0,98.18,1.45,0.0,IL,17,Illinois,31,Cook County,381200
25561,1796,38,1623,0,11,46,2.1158129176,90.367483296,0.0,0.6124721604,2.561247216,9.0,11.0,,28.35,99.037844772,0.0,71.74,19.57,8.7,IL,17,Illinois,31,Cook County,381400
25562,667,16,607,3,0,24,2.3988005997,91.004497751,0.4497751124,0.0,3.5982008996,3.0,4.0,,39.49,96.997690531,0.0,96.3,0.0,0.0,IL,17,Illinois,31,Cook County,381500
25563,18,1,7,0,0,9,5.5555555556,38.888888889,0.0,0.0,50.0,,,,,,,,,,IL,17,Illinois,31,Cook County,381700
25564,1462,34,1326,0,9,45,2.3255813953,90.697674419,0.0,0.6155950752,3.0779753762,19.0,9.0,,20.23,90.687554395,2.0,92.5,0.0,2.0,IL,17,Illinois,31,Cook County,381800
25565,1106,28,996,0,3,30,2.5316455696,90.054249548,0.0,0.2712477396,2.712477396,19.0,11.0,,20.11,95.846153846,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,381900
25566,1553,87,1278,1,48,75,5.602060528,82.292337411,0.0643915003,3.0907920155,4.8293625241,43.0,10.0,,11.18,92.753623188,5.88,73.53,0.0,8.82,IL,17,Illinois,31,Cook County,390100
25567,1883,225,1453,2,49,68,11.949017525,77.164099841,0.1062134891,2.6022304833,3.6112586298,86.0,4.0,,3.17,78.518859246,10.26,89.74,0.0,0.0,IL,17,Illinois,31,Cook County,390200
25568,2617,101,2371,10,13,68,3.8593809706,90.599923577,0.3821169278,0.4967520061,2.5983951089,2.0,4.0,,43.97,88.107928048,3.4,91.16,0.0,1.36,IL,17,Illinois,31,Cook County,390300
25569,2871,260,2373,6,29,75,9.0560780216,82.654127482,0.2089864159,1.0101010101,2.6123301985,1.0,25.0,,44.28,88.511187608,2.08,93.06,0.0,0.0,IL,17,Illinois,31,Cook County,390400
25570,1666,431,953,1,103,82,25.870348139,57.202881152,0.0600240096,6.1824729892,4.9219687875,27.0,4.0,,16.21,74.504950495,27.35,66.24,0.0,1.71,IL,17,Illinois,31,Cook County,390500
25571,1994,780,901,2,97,89,39.117352056,45.18555667,0.1003009027,4.8645937813,4.4633901705,50.0,17.0,,9.45,54.14235706,30.77,57.69,0.0,3.08,IL,17,Illinois,31,Cook County,390600
25572,6532,1237,3636,5,1030,306,18.937538273,55.66442131,0.0765462339,15.768524189,4.6846295162,40.0,25.0,,12.06,75.607560756,3.47,56.25,6.94,20.14,IL,17,Illinois,31,Cook County,390700
25573,1504,20,1406,5,2,54,1.329787234,93.484042553,0.3324468085,0.1329787234,3.5904255319,12.0,9.0,,25.2,99.529042386,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,400300
25574,1995,11,1880,5,1,59,0.5513784461,94.235588972,0.2506265664,0.0501253133,2.9573934837,4.0,9.0,,35.45,96.283095723,17.81,82.19,0.0,0.0,IL,17,Illinois,31,Cook County,400400
25575,2372,25,2232,0,2,78,1.0539629005,94.097807757,0.0,0.084317032,3.2883642496,3.0,9.0,,39.72,99.241706161,0.0,98.04,1.96,0.0,IL,17,Illinois,31,Cook County,400500
25576,3178,17,2970,9,6,87,0.5349276274,93.455003147,0.2831969792,0.1887979862,2.7375707992,0.0,9.0,,58.31,99.030470914,2.16,93.53,0.0,0.0,IL,17,Illinois,31,Cook County,400800
25577,2272,640,1139,0,231,150,28.169014085,50.132042254,0.0,10.167253521,6.6021126761,69.0,25.0,,5.91,67.458100559,31.51,40.64,1.83,10.96,IL,17,Illinois,31,Cook County,410100
25578,1165,459,334,0,145,148,39.399141631,28.669527897,0.0,12.446351931,12.703862661,49.0,25.0,,9.69,60.095497954,30.93,56.7,0.0,7.22,IL,17,Illinois,31,Cook County,410200
25579,2922,821,1335,5,376,247,28.097193703,45.68788501,0.1711156742,12.8678987,8.4531143053,48.0,25.0,,10.04,60.630498534,35.14,50.0,0.0,9.46,IL,17,Illinois,31,Cook County,410500
25580,2371,963,573,5,485,186,40.615773935,24.167018136,0.2108814846,20.455504007,7.8447912273,52.0,25.0,,8.98,56.463954893,22.22,34.44,28.89,7.78,IL,17,Illinois,31,Cook County,410600
25581,2399,1079,534,0,436,180,44.977073781,22.259274698,0.0,18.174239266,7.5031263026,43.0,25.0,,11.27,54.647507858,36.99,26.03,12.33,23.29,IL,17,Illinois,31,Cook County,410700
25582,2993,1038,870,5,659,253,34.680922152,29.067824925,0.1670564651,22.018042098,8.4530571333,39.0,25.0,,12.14,51.849315068,28.21,29.91,10.26,17.09,IL,17,Illinois,31,Cook County,410800
25583,3670,1505,1190,1,417,351,41.008174387,32.42506812,0.0272479564,11.36239782,9.5640326975,58.0,25.0,,7.96,42.798232695,31.43,41.43,8.57,12.57,IL,17,Illinois,31,Cook County,410900
25584,3902,1621,1211,9,574,275,41.542798565,31.035366479,0.2306509482,14.710404921,7.0476678626,19.0,26.0,,20.3,61.639439907,18.75,16.41,8.59,16.41,IL,17,Illinois,31,Cook County,411000
25585,2379,1335,193,3,442,222,56.116015132,8.1126523749,0.1261034048,18.579234973,9.3316519546,82.0,25.0,,3.79,37.533274179,65.96,0.0,0.0,15.96,IL,17,Illinois,31,Cook County,411100
25586,1713,998,173,2,332,87,58.260361938,10.099241097,0.1167542323,19.381202569,5.0788091068,54.0,25.0,,8.65,39.749702026,43.9,43.9,0.0,12.2,IL,17,Illinois,31,Cook County,411200
25587,1642,25,1518,2,5,42,1.5225334957,92.448233861,0.1218026797,0.3045066991,2.5578562728,2.0,25.0,,43.77,97.640891219,2.3,96.55,0.0,0.0,IL,17,Illinois,31,Cook County,420100
25588,1781,185,1345,4,80,96,10.387422796,75.51937114,0.2245929253,4.4918585065,5.3902302077,21.0,25.0,,19.07,79.397293973,6.0,84.0,4.0,3.2,IL,17,Illinois,31,Cook County,420200
25589,2818,871,1082,2,420,261,30.908445706,38.39602555,0.0709723208,14.904187367,9.2618878637,31.0,25.0,,14.93,65.928705441,16.95,77.97,4.75,1.36,IL,17,Illinois,31,Cook County,420300
25590,1544,236,985,4,167,83,15.284974093,63.795336788,0.2590673575,10.816062176,5.3756476684,5.0,25.0,,33.12,75.645756458,7.58,78.79,9.09,2.42,IL,17,Illinois,31,Cook County,420400
25591,2053,50,1883,1,14,43,2.435460302,91.719434973,0.048709206,0.6819288846,2.0944958597,10.0,9.0,,26.64,99.391929243,0.0,97.53,2.47,0.0,IL,17,Illinois,31,Cook County,420500
25592,2524,70,2302,9,3,65,2.7733755943,91.204437401,0.3565768621,0.118858954,2.5752773376,2.0,9.0,,41.9,95.774647887,0.0,91.92,6.06,0.0,IL,17,Illinois,31,Cook County,420600
25593,3021,37,2772,4,3,115,1.2247600132,91.757696127,0.1324064879,0.0993048659,3.8066865276,4.0,25.0,,35.48,99.102773246,2.06,97.94,0.0,0.0,IL,17,Illinois,31,Cook County,420700
25594,2457,54,2242,1,7,73,2.1978021978,91.249491249,0.0407000407,0.2849002849,2.9711029711,14.0,25.0,,23.5,97.948526669,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,420800
25595,1405,15,1312,1,2,37,1.0676156584,93.380782918,0.0711743772,0.1423487544,2.6334519573,6.0,25.0,,32.68,98.323036187,0.0,100.0,0.0,0.0,IL,17,Illinois,31,Cook County,421200
25596,4091,64,3818,4,6,74,1.5644096798,93.32681496,0.097775605,0.1466634075,1.8088486923,7.0,25.0,,30.01,98.584571833,0.0,90.0,10.0,0.0,IL,17,Illinois,31,Cook County,430101
25597,3104,77,2808,5,16,82,2.4806701031,90.463917526,0.1610824742,0.5154639175,2.6417525773,17.0,25.0,,21.26,98.042459333,0.0,95.31,0.0,3.91,IL,17,Illinois,31,Cook County,430102
25598,5086,174,4581,7,15,149,3.4211561148,90.07078254,0.1376327173,0.2949272513,2.929610696,13.0,25.0,,24.23,95.325670498,0.0,98.62,0.0,0.92,IL,17,Illinois,31,Cook County,430200
25599,2558,11,2412,4,11,53,0.4300234558,94.29241595,0.1563721658,0.4300234558,2.0719311962,2.0,25.0,,41.73,99.072121468,4.4,94.51,2.2,0.0,IL,17,Illinois,31,Cook County,430300
25600,3031,49,2827,5,1,94,1.6166281755,93.269548004,0.1649620587,0.0329924117,3.1012867041,6.0,17.0,,32.51,97.061873488,0.0,93.26,4.49,0.0,IL,17,Illinois,31,Cook County,430400
