,Total_Population2020,white_2020,black_2020,native_2020,asian_pi_2020,hisp_2020,pct_white_2020,pct_black_2020,pct_native_2020,pct_asian_pi_2020,pct_hispanic_2020,pov_idx,haz_idx,tcost_idx,pct_poor_ns,pct_nonwhite,hh_pct_white_lt30ami,hh_pct_black_lt30ami,hh_pct_hisp_lt30ami,hh_pct_ai_pi_lt30ami,stusab,state,state_name,county,county_name,tract
26643,2741,2096,35,3,263,218,76.468442174,1.2769062386,0.1094491062,9.5950383072,7.9533017147,94.0,13.0,,1.68,26.044226044,70.0,0.0,30.0,0.0,IL,17,Illinois,43,DuPage County,844202
26644,4077,1825,201,5,1504,444,44.763306353,4.9300956586,0.1226391955,36.889870002,10.890360559,73.0,13.0,,5.15,49.565012932,38.3,34.04,0.0,27.66,IL,17,Illinois,43,DuPage County,844304
26645,3962,2678,349,10,536,229,67.592125189,8.8086824836,0.2523977789,13.528520949,5.7799091368,87.0,14.0,,2.98,38.598932962,81.48,0.0,0.0,17.78,IL,17,Illinois,43,DuPage County,844305
26646,5956,2271,729,11,1437,1311,38.129617193,12.239758227,0.1846877099,24.126930826,22.011417058,75.0,13.0,,4.89,60.320933625,51.35,22.97,1.08,24.05,IL,17,Illinois,43,DuPage County,844306
26647,3749,1817,295,11,917,557,48.466257669,7.868765004,0.2934115764,24.459855962,14.857295279,58.0,13.0,,7.87,39.237668161,62.86,5.71,0.0,28.57,IL,17,Illinois,43,DuPage County,844307
26648,2383,1421,218,6,468,183,59.630717583,9.148132606,0.2517834662,19.639110365,7.6793957197,59.0,91.0,,7.59,37.493759361,88.14,0.0,0.0,11.86,IL,17,Illinois,43,DuPage County,844308
26649,2390,1648,113,0,393,154,68.953974895,4.7280334728,0.0,16.443514644,6.4435146444,60.0,83.0,,7.48,25.78648788,28.57,0.0,0.0,71.43,IL,17,Illinois,43,DuPage County,844309
26650,2417,1244,200,0,712,183,51.468762929,8.2747207282,0.0,29.458005792,7.5713694663,60.0,85.0,,7.53,32.611637348,89.47,0.0,0.0,10.53,IL,17,Illinois,43,DuPage County,844310
26651,4075,3044,305,2,357,239,74.699386503,7.4846625767,0.0490797546,8.7607361963,5.8650306748,85.0,19.0,,3.2,18.046088932,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,844401
26652,4670,2575,272,8,1315,349,55.139186296,5.8244111349,0.1713062099,28.158458244,7.4732334047,72.0,11.0,,5.31,48.105473078,67.35,0.0,10.2,17.96,IL,17,Illinois,43,DuPage County,844402
26653,3277,2434,102,6,297,327,74.275251755,3.1126029905,0.1830942936,9.0631675313,9.9786389991,90.0,13.0,,2.48,22.623051055,70.79,0.0,11.24,4.49,IL,17,Illinois,43,DuPage County,844501
26654,3247,1953,91,4,1003,103,60.147828765,2.8025870034,0.1231906375,30.890052356,3.1721589159,52.0,12.0,,9.05,37.758201701,74.7,9.64,0.0,14.46,IL,17,Illinois,43,DuPage County,844502
26655,3627,2603,88,2,526,286,71.7673008,2.4262475875,0.0551419906,14.502343535,7.8853046595,69.0,7.0,,5.94,18.986948415,46.15,0.0,56.41,0.0,IL,17,Illinois,43,DuPage County,844601
26656,5286,3785,241,4,699,384,71.604237609,4.5592130155,0.0756715853,13.223609535,7.2644721907,79.0,5.0,,4.28,20.4004004,89.36,4.26,4.26,1.7,IL,17,Illinois,43,DuPage County,844602
26657,4265,3221,100,11,271,521,75.521688159,2.3446658851,0.2579132474,6.3540445487,12.215709261,78.0,11.0,,4.35,9.9875156055,94.74,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,844701
26658,5601,4299,90,4,680,303,76.754151044,1.6068559186,0.0714158186,12.140689163,5.4097482592,96.0,11.0,,1.1,24.370179949,88.37,0.0,0.0,11.63,IL,17,Illinois,43,DuPage County,844702
26659,4376,3676,17,1,182,329,84.003656307,0.3884826325,0.0228519196,4.1590493601,7.5182815356,93.0,18.0,,1.82,8.8152985075,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,844801
26660,3472,2929,33,1,145,271,84.360599078,0.9504608295,0.0288018433,4.1762672811,7.8052995392,88.0,18.0,,2.75,8.1305468079,95.45,0.0,0.0,4.55,IL,17,Illinois,43,DuPage County,844802
26661,3716,3123,64,3,147,251,84.041980624,1.7222820237,0.0807319699,3.9558665231,6.7545748116,61.0,18.0,,7.36,14.827586207,89.36,0.0,0.0,8.51,IL,17,Illinois,43,DuPage County,844901
26662,4229,3637,42,0,225,159,86.001418775,0.9931425869,0.0,5.3204067155,3.759754079,49.0,25.0,,9.6,17.146872804,74.19,14.52,1.29,11.29,IL,17,Illinois,43,DuPage County,844902
26663,5458,4249,149,4,210,600,77.849028948,2.7299377061,0.0732869183,3.84756321,10.993037743,27.0,18.0,,16.34,25.225500688,29.69,15.63,42.19,4.69,IL,17,Illinois,43,DuPage County,845000
26664,6522,5273,56,3,508,337,80.849432689,0.8586323214,0.0459981601,7.7890217725,5.1671266483,42.0,11.0,,11.41,13.976705491,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845100
26665,4847,3792,58,5,557,219,78.23395915,1.1966164638,0.1031565917,11.491644316,4.5182587167,98.0,11.0,,0.68,13.386963696,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845200
26666,3166,2683,18,0,168,151,84.744156665,0.5685407454,0.0,5.3063802906,4.7694251421,97.0,11.0,,0.84,12.581547064,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845300
26667,3656,2448,49,3,802,210,66.958424508,1.3402625821,0.0820568928,21.93654267,5.7439824945,80.0,5.0,,4.0,36.950696677,68.0,0.0,0.0,32.0,IL,17,Illinois,43,DuPage County,845401
26668,3060,1981,114,8,610,227,64.738562092,3.7254901961,0.2614379085,19.934640523,7.4183006536,86.0,1.0,,3.17,25.443599493,83.05,0.0,16.95,0.0,IL,17,Illinois,43,DuPage County,845402
26669,5413,3639,348,1,701,563,67.227046,6.4289673009,0.018474044,12.950304822,10.400886754,87.0,8.0,,3.0,24.196956889,75.0,25.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845502
26670,4066,2673,271,0,538,452,65.740285293,6.6650270536,0.0,13.231677324,11.116576488,53.0,8.0,,8.87,36.740814796,59.73,2.68,6.71,25.5,IL,17,Illinois,43,DuPage County,845505
26671,3995,2347,228,6,546,780,58.748435544,5.7071339174,0.1501877347,13.667083855,19.524405507,35.0,8.0,,13.43,37.913254474,55.13,0.0,44.87,1.03,IL,17,Illinois,43,DuPage County,845506
26672,3423,2885,39,1,167,248,84.282792872,1.1393514461,0.0292141396,4.8787613205,7.2451066316,94.0,1.0,,1.62,20.064724919,42.03,28.99,0.0,21.74,IL,17,Illinois,43,DuPage County,845507
26673,3753,2864,51,0,541,217,76.312283507,1.3589128697,0.0,14.415134559,5.7820410338,62.0,3.0,,7.1,15.665074177,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845508
26674,3334,1989,79,1,938,223,59.658068386,2.3695260948,0.0299940012,28.134373125,6.6886622675,96.0,8.0,,1.17,48.220153341,70.0,8.0,0.0,20.0,IL,17,Illinois,43,DuPage County,845509
26675,3308,1754,272,7,873,307,53.022974607,8.2224909311,0.2116082225,26.390568319,9.2805320435,85.0,18.0,,3.19,45.501138952,58.06,12.9,25.81,2.58,IL,17,Illinois,43,DuPage County,845510
26676,4354,2981,372,1,242,589,68.465778594,8.5438677079,0.0229673863,5.5581074874,13.527790537,71.0,18.0,,5.48,26.776933393,48.39,25.81,29.03,0.0,IL,17,Illinois,43,DuPage County,845601
26677,4965,4075,116,6,254,312,82.074521652,2.3363544814,0.1208459215,5.1158106747,6.2839879154,84.0,18.0,,3.41,20.140365802,66.67,27.27,0.0,0.0,IL,17,Illinois,43,DuPage County,845602
26678,3935,3248,100,4,172,270,82.541296061,2.541296061,0.1016518424,4.3710292249,6.8614993647,97.0,14.0,,1.05,10.755148741,89.47,0.0,4.21,0.0,IL,17,Illinois,43,DuPage County,845701
26679,4839,4044,72,7,242,286,83.570985741,1.4879107254,0.1446579872,5.0010332713,5.9103120479,92.0,13.0,,2.04,13.610378188,86.67,0.0,13.33,0.0,IL,17,Illinois,43,DuPage County,845702
26680,4582,2802,564,8,581,487,61.152335225,12.309035356,0.1745962462,12.680052379,10.628546486,78.0,13.0,,4.45,33.355916893,75.0,0.0,0.0,25.0,IL,17,Illinois,43,DuPage County,845703
26681,4896,3439,438,1,379,486,70.241013072,8.9460784314,0.0204248366,7.7410130719,9.9264705882,84.0,13.0,,3.44,19.12061315,71.43,7.14,23.21,0.0,IL,17,Illinois,43,DuPage County,845704
26682,3689,2872,64,1,398,245,77.853076715,1.7348875034,0.0271076172,10.788831662,6.6413662239,84.0,8.0,,3.41,16.803860346,85.71,0.0,0.0,14.29,IL,17,Illinois,43,DuPage County,845802
26683,5649,2865,1549,4,465,564,50.716941052,27.420782439,0.0708089927,8.2315454063,9.9840679766,26.0,8.0,,16.67,35.216295674,48.28,48.28,4.6,0.0,IL,17,Illinois,43,DuPage County,845803
26684,4145,2861,149,0,510,491,69.02291918,3.5946924005,0.0,12.3039807,11.845597105,88.0,0.0,,2.83,20.307463427,78.57,0.0,14.29,7.14,IL,17,Illinois,43,DuPage County,845805
26685,6100,4616,168,0,728,395,75.672131148,2.7540983607,0.0,11.93442623,6.4754098361,86.0,5.0,,3.16,22.3125,75.86,10.34,0.0,13.79,IL,17,Illinois,43,DuPage County,845807
26686,3868,2617,63,0,750,305,67.65770424,1.6287487073,0.0,19.389865564,7.8852119959,90.0,18.0,,2.37,34.270650264,85.71,0.0,0.0,11.43,IL,17,Illinois,43,DuPage County,845808
26687,4374,2972,233,4,715,300,67.946959305,5.3269318701,0.0914494742,16.346593507,6.8587105624,91.0,13.0,,2.16,32.131935343,100.0,0.0,0.0,7.27,IL,17,Illinois,43,DuPage County,845809
26688,4067,2688,367,2,456,437,66.092943201,9.0238505041,0.049176297,11.212195722,10.7450209,46.0,0.0,,10.42,27.126321087,75.35,12.32,10.56,0.0,IL,17,Illinois,43,DuPage County,845810
26689,3891,2799,155,1,326,471,71.935235158,3.9835517862,0.0257003341,8.378308918,12.104857363,46.0,0.0,,10.48,21.643346234,63.41,0.0,19.02,12.2,IL,17,Illinois,43,DuPage County,845811
26690,3418,2313,99,0,688,209,67.671152721,2.8964306612,0.0,20.128730252,6.1146869514,85.0,0.0,,3.29,24.85653881,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845901
26691,3489,2499,91,6,529,257,71.625107481,2.6081971912,0.1719690456,15.161937518,7.366007452,87.0,0.0,,3.0,23.89380531,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,845902
26692,4737,3676,246,8,317,326,77.601857716,5.193160228,0.1688832594,6.6919991556,6.8819928225,81.0,18.0,,3.89,18.022222222,79.12,0.0,7.69,12.09,IL,17,Illinois,43,DuPage County,846002
26693,4490,3512,148,0,314,348,78.218262806,3.2962138085,0.0,6.9933184855,7.7505567929,82.0,13.0,,3.7,18.69575998,69.07,7.73,7.22,15.46,IL,17,Illinois,43,DuPage County,846003
26694,3756,2786,178,7,220,430,74.174653887,4.7390841321,0.1863684771,5.8572949947,11.448349308,84.0,13.0,,3.36,15.936807095,72.48,0.0,18.35,9.17,IL,17,Illinois,43,DuPage County,846004
26695,4606,2380,558,4,822,631,51.671732523,12.114633087,0.0868432479,17.846287451,13.699522362,50.0,14.0,,9.42,44.324090121,84.38,0.0,0.0,6.25,IL,17,Illinois,43,DuPage County,846102
26696,5257,4028,155,0,490,340,76.621647327,2.9484496861,0.0,9.3209054594,6.4675670535,74.0,17.0,,5.05,22.563905439,32.5,0.0,16.67,25.0,IL,17,Illinois,43,DuPage County,846103
26697,4359,2641,201,1,849,459,60.587290663,4.6111493462,0.0229410415,19.476944253,10.529938059,65.0,13.0,,6.64,30.743319111,30.43,0.0,52.17,17.39,IL,17,Illinois,43,DuPage County,846104
26698,3499,2690,59,0,382,225,76.879108317,1.686196056,0.0,10.917404973,6.4304086882,90.0,13.0,,2.46,31.118437738,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846105
26699,3639,2376,123,4,708,280,65.292662819,3.3800494641,0.1099203078,19.455894477,7.6944215444,89.0,18.0,,2.54,28.887770508,90.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846106
26700,5855,3746,560,1,868,444,63.979504697,9.5644748079,0.0170794193,14.824935952,7.5832621691,64.0,29.0,,6.79,34.055431666,52.0,6.0,0.0,12.0,IL,17,Illinois,43,DuPage County,846201
26701,6426,3862,332,5,1601,402,60.099595394,5.1665110489,0.0778089013,24.914410209,6.2558356676,94.0,13.0,,1.66,37.98474253,82.76,6.9,0.0,10.34,IL,17,Illinois,43,DuPage County,846202
26702,4383,3046,97,5,861,218,69.495779147,2.2130960529,0.1140771161,19.644079398,4.9737622633,95.0,13.0,,1.43,28.409371147,60.0,0.0,0.0,40.0,IL,17,Illinois,43,DuPage County,846203
26703,3708,2540,66,4,739,183,68.500539374,1.7799352751,0.1078748652,19.929881338,4.9352750809,78.0,13.0,,4.42,20.845757658,50.0,16.67,0.0,33.33,IL,17,Illinois,43,DuPage County,846205
26704,4244,3385,120,4,218,339,79.759660697,2.8275212064,0.0942507069,5.136663525,7.9877474081,83.0,18.0,,3.54,18.920187793,46.96,0.0,8.7,39.13,IL,17,Illinois,43,DuPage County,846206
26705,5345,4216,73,1,502,343,78.877455566,1.3657623948,0.0187090739,9.3919550982,6.417212348,94.0,37.0,,1.71,18.172119488,77.78,0.0,22.22,0.0,IL,17,Illinois,43,DuPage County,846207
26706,3179,2644,25,1,267,122,83.17080843,0.786410821,0.0314564328,8.3988675684,3.8376848065,98.0,18.0,,0.68,13.601645123,0.0,0.0,0.0,100.0,IL,17,Illinois,43,DuPage County,846208
26707,4167,3206,83,4,390,282,76.937844972,1.9918406527,0.0959923206,9.3592512599,6.7674586033,85.0,25.0,,3.28,13.737796374,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846209
26708,6258,3424,147,3,2170,296,54.713966123,2.3489932886,0.0479386385,34.675615213,4.7299456695,98.0,13.0,,0.67,39.58186929,56.25,12.5,0.0,25.0,IL,17,Illinois,43,DuPage County,846304
26709,5687,3951,325,6,508,639,69.474239494,5.7147881132,0.1055037806,8.9326534201,11.236152629,80.0,13.0,,4.06,30.970982143,57.14,42.86,0.0,0.0,IL,17,Illinois,43,DuPage County,846305
26710,4752,2853,499,7,568,619,60.037878788,10.500841751,0.1473063973,11.952861953,13.026094276,67.0,13.0,,6.24,41.272356803,33.33,35.09,8.77,22.81,IL,17,Illinois,43,DuPage County,846307
26711,3825,1696,535,10,570,903,44.339869281,13.986928105,0.2614379085,14.901960784,23.607843137,45.0,13.0,,10.72,52.921212121,38.61,21.24,34.75,3.86,IL,17,Illinois,43,DuPage County,846308
26712,4551,2022,731,6,306,1302,44.429795649,16.062403867,0.1318391562,6.7237969677,28.609096902,78.0,13.0,,4.32,52.34439834,43.51,46.03,1.67,4.18,IL,17,Illinois,43,DuPage County,846310
26713,5232,3116,700,2,383,795,59.556574924,13.379204893,0.0382262997,7.3203363914,15.194954128,74.0,13.0,,5.08,44.801654446,45.0,15.0,37.5,0.0,IL,17,Illinois,43,DuPage County,846311
26714,4506,3373,248,8,368,325,74.855747892,5.5037727474,0.1775410564,8.166888593,7.212605415,57.0,13.0,,8.02,33.863854267,83.93,0.0,1.43,12.5,IL,17,Illinois,43,DuPage County,846312
26715,5021,3462,179,5,971,226,68.950408285,3.5650268871,0.0995817566,19.338777136,4.5010953993,93.0,13.0,,1.95,25.306207183,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846313
26716,3332,2603,90,5,176,355,78.121248499,2.7010804322,0.150060024,5.2821128451,10.654261705,98.0,13.0,,0.5,23.023770039,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846314
26717,4226,3396,104,4,225,309,80.359678183,2.4609559867,0.0946521533,5.3241836252,7.3118788452,94.0,13.0,,1.72,15.567349002,77.14,14.29,0.0,0.0,IL,17,Illinois,43,DuPage County,846315
26718,6135,3760,463,2,910,770,61.287693562,7.5468622657,0.032599837,14.832925835,12.550937245,48.0,19.0,,10.02,33.278634723,75.71,24.29,0.0,1.14,IL,17,Illinois,43,DuPage County,846404
26719,3899,2725,100,9,674,248,69.889715312,2.5647601949,0.2308284175,17.286483714,6.3606052834,65.0,14.0,,6.6,30.594758065,78.95,13.16,7.89,0.0,IL,17,Illinois,43,DuPage County,846405
26720,4291,1556,272,12,2019,302,36.261943603,6.3388487532,0.2796550921,47.051969238,7.0379864833,87.0,18.0,,2.96,65.867114416,57.14,28.57,0.0,22.86,IL,17,Illinois,43,DuPage County,846408
26721,4529,2437,246,6,1148,538,53.808787812,5.4316626187,0.1324795761,25.347758887,11.879001987,89.0,25.0,,2.67,36.878814298,71.43,0.0,28.57,0.0,IL,17,Illinois,43,DuPage County,846409
26722,5071,2037,745,3,1401,688,40.169591796,14.69138237,0.059159929,27.627686847,13.567343719,81.0,13.0,,3.95,51.856946355,52.94,32.35,0.0,14.71,IL,17,Illinois,43,DuPage County,846410
26723,5312,1986,611,8,1930,609,37.387048193,11.502259036,0.1506024096,36.332831325,11.464608434,83.0,18.0,,3.57,62.581762216,94.44,0.0,0.0,4.44,IL,17,Illinois,43,DuPage County,846411
26724,4726,2972,301,4,857,405,62.886161659,6.3690224291,0.0846381718,18.133728311,8.5696148963,95.0,13.0,,1.44,33.447171825,33.33,0.0,0.0,66.67,IL,17,Illinois,43,DuPage County,846412
26725,3708,2667,205,10,468,219,71.925566343,5.5285868393,0.2696871629,12.621359223,5.9061488673,93.0,18.0,,1.96,35.107873354,83.15,11.24,0.0,4.49,IL,17,Illinois,43,DuPage County,846413
26726,6350,4398,437,5,498,732,69.25984252,6.8818897638,0.0787401575,7.842519685,11.527559055,74.0,13.0,,5.02,25.374116099,76.39,5.56,18.06,0.0,IL,17,Illinois,43,DuPage County,846504
26727,3166,1252,424,0,981,376,39.545167404,13.392293114,0.0,30.985470625,11.87618446,55.0,37.0,,8.41,55.708346658,61.11,27.78,11.11,0.0,IL,17,Illinois,43,DuPage County,846507
26728,5876,1763,901,22,2209,735,30.003403676,15.333560245,0.3744043567,37.593601089,12.50850919,80.0,29.0,,4.09,65.913940256,44.44,33.33,0.0,21.11,IL,17,Illinois,43,DuPage County,846509
26729,3271,1386,408,4,819,532,42.372363192,12.473249771,0.1222867625,25.038214613,16.264139407,62.0,37.0,,7.02,51.20084455,61.11,22.22,4.44,0.0,IL,17,Illinois,43,DuPage County,846510
26730,6565,3023,877,0,520,1781,46.047220107,13.358720487,0.0,7.9207920792,27.128712871,67.0,36.0,,6.19,50.448468438,44.44,24.44,28.89,6.67,IL,17,Illinois,43,DuPage County,846511
26731,2766,1379,170,4,916,171,49.85538684,6.1460592914,0.1446131598,33.116413594,6.1822125813,31.0,37.0,,14.75,43.730569948,76.36,22.73,0.0,0.0,IL,17,Illinois,43,DuPage County,846513
26732,4159,1538,324,0,1876,258,36.98004328,7.790334215,0.0,45.106996874,6.2034142823,93.0,37.0,,1.91,58.769466428,62.5,0.0,25.0,10.0,IL,17,Illinois,43,DuPage County,846514
26733,5420,2425,692,4,601,1463,44.741697417,12.767527675,0.073800738,11.088560886,26.992619926,32.0,37.0,,14.36,57.398661944,25.0,3.33,12.5,58.33,IL,17,Illinois,43,DuPage County,846515
26734,6116,2942,807,3,1486,582,48.103335513,13.194898627,0.0490516678,24.296926095,9.5160235448,97.0,37.0,,0.83,35.37640346,31.11,0.0,0.0,66.67,IL,17,Illinois,43,DuPage County,846517
26735,3648,2495,177,2,533,299,68.393640351,4.8519736842,0.0548245614,14.610745614,8.1962719298,98.0,37.0,,0.37,28.797043011,60.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846518
26736,3191,1536,241,5,945,310,48.135380758,7.552491382,0.1566906926,29.614540896,9.7148229395,71.0,13.0,,5.59,48.577892696,74.19,16.13,0.0,12.9,IL,17,Illinois,43,DuPage County,846519
26737,5036,3811,148,4,566,271,75.675138999,2.9388403495,0.0794281176,11.239078634,5.3812549643,98.0,18.0,,0.48,21.882494005,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846521
26738,4046,1721,290,3,1533,347,42.535837865,7.1675729115,0.074147306,37.889273356,8.5763717252,92.0,13.0,,2.09,55.843495935,50.0,0.0,33.33,16.67,IL,17,Illinois,43,DuPage County,846522
26739,2775,2375,42,2,85,165,85.585585586,1.5135135135,0.0720720721,3.0630630631,5.9459459459,83.0,19.0,,3.61,4.1310011165,100.0,0.0,0.0,0.0,IL,17,Illinois,43,DuPage County,846523
26740,4709,2748,286,4,1207,297,58.356338925,6.0734763219,0.0849437248,25.631768953,6.3070715651,93.0,36.0,,1.91,47.504369781,77.78,0.0,0.0,8.89,IL,17,Illinois,43,DuPage County,846524
26741,4070,836,73,2,142,2969,20.540540541,1.7936117936,0.0491400491,3.4889434889,72.948402948,18.0,3.0,,20.96,78.543151227,8.33,12.5,81.25,0.0,IL,17,Illinois,43,DuPage County,846603
26742,3697,1700,62,2,270,1609,45.983229646,1.6770354341,0.0540979172,7.3032188261,43.521774412,77.0,11.0,,4.49,56.610491336,63.64,13.64,26.36,0.0,IL,17,Illinois,43,DuPage County,846604
26743,4159,1445,99,7,215,2286,34.743928829,2.380379899,0.1683096898,5.1695119019,54.96513585,43.0,4.0,,11.29,69.004822446,29.27,0.0,70.73,0.0,IL,17,Illinois,43,DuPage County,846701
26744,3872,1665,117,8,253,1731,43.001033058,3.0216942149,0.2066115702,6.5340909091,44.705578512,31.0,11.0,,14.85,42.74250649,28.13,6.25,53.13,0.0,IL,17,Illinois,43,DuPage County,846702
26745,2459,2337,12,2,7,24,95.038633591,0.4880032534,0.0813338756,0.2846685645,0.9760065067,69.0,62.0,,5.85,4.934464148,100.0,0.0,0.0,0.0,IL,17,Illinois,45,Edgar County,70100
26746,1729,1660,7,2,0,19,96.009253904,0.4048582996,0.1156737999,0.0,1.0989010989,44.0,57.0,,11.06,6.3717746182,100.0,0.0,0.0,0.0,IL,17,Illinois,45,Edgar County,70200
26747,3906,3722,18,2,14,72,95.289298515,0.4608294931,0.051203277,0.3584229391,1.8433179724,35.0,62.0,,13.57,0.2206287921,100.0,0.0,0.0,0.0,IL,17,Illinois,45,Edgar County,70300
26748,5270,4973,28,9,29,84,94.364326376,0.5313092979,0.1707779886,0.55028463,1.5939278937,40.0,57.0,,11.91,3.1004989309,100.0,0.0,0.0,0.0,IL,17,Illinois,45,Edgar County,70400
26749,3502,3313,17,2,1,26,94.603083952,0.4854368932,0.0571102227,0.0285551114,0.7424328955,49.0,66.0,,9.74,3.6147980796,100.0,0.0,0.0,0.0,IL,17,Illinois,45,Edgar County,70500
26750,2153,2096,4,8,1,12,97.352531352,0.1857872736,0.3715745471,0.0464468184,0.5573618207,51.0,66.0,,9.27,2.2793404462,100.0,0.0,0.0,0.0,IL,17,Illinois,47,Edwards County,956900
26751,2037,1969,3,0,3,21,96.661757486,0.147275405,0.0,0.147275405,1.0309278351,56.0,62.0,,8.31,3.2841504046,94.44,0.0,0.0,0.0,IL,17,Illinois,47,Edwards County,957000
26752,2055,1929,9,0,21,30,93.868613139,0.4379562044,0.0,1.0218978102,1.4598540146,24.0,62.0,,17.64,4.9382716049,93.33,0.0,6.67,0.0,IL,17,Illinois,47,Edwards County,957100
26753,3910,3786,5,0,22,36,96.828644501,0.1278772379,0.0,0.5626598465,0.9207161125,90.0,57.0,,2.45,3.5854730511,100.0,0.0,0.0,0.0,IL,17,Illinois,49,Effingham County,950100
26754,5196,4862,12,1,36,111,93.571978445,0.2309468822,0.0192455735,0.6928406467,2.1362586605,50.0,62.0,,9.57,1.9556141507,100.0,0.0,0.0,0.0,IL,17,Illinois,49,Effingham County,950200
26755,4130,3936,10,11,13,52,95.302663438,0.2421307506,0.2663438257,0.3147699758,1.2590799031,53.0,62.0,,8.92,0.2187120292,100.0,0.0,0.0,0.0,IL,17,Illinois,49,Effingham County,950300
26756,3649,3466,16,7,6,35,94.984927377,0.4384762949,0.191833379,0.1644286106,0.959166895,48.0,66.0,,10.04,5.1141050316,100.0,0.0,0.0,0.0,IL,17,Illinois,49,Effingham County,950400
26757,4629,4432,5,1,13,57,95.744221214,0.10801469,0.021602938,0.280838194,1.231367466,63.0,62.0,,6.94,2.1295279912,94.74,0.0,4.21,0.0,IL,17,Illinois,49,Effingham County,950500
26758,5499,5152,34,10,49,112,93.689761775,0.6182942353,0.1818512457,0.8910711038,2.0367339516,72.0,52.0,,5.42,3.1082118189,92.0,0.0,8.0,0.0,IL,17,Illinois,49,Effingham County,950600
26759,3587,3205,40,0,72,149,89.350432116,1.1151379983,0.0,2.007248397,4.1538890438,10.0,52.0,,26.44,11.897631364,98.43,0.0,1.25,0.0,IL,17,Illinois,49,Effingham County,950700
26760,4068,3522,29,6,41,320,86.578171091,0.7128810226,0.1474926254,1.0078662734,7.866273353,23.0,52.0,,18.0,9.0575275398,100.0,0.0,0.0,0.0,IL,17,Illinois,49,Effingham County,950800
26761,2670,2572,5,0,3,43,96.329588015,0.1872659176,0.0,0.1123595506,1.6104868914,33.0,62.0,,14.28,0.4084411164,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,950500
26762,2328,2241,10,4,0,22,96.262886598,0.4295532646,0.1718213058,0.0,0.9450171821,32.0,67.0,,14.6,1.6485725774,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,950600
26763,3913,3733,13,6,13,36,95.399948888,0.3322259136,0.1533350371,0.3322259136,0.9200102223,24.0,56.0,,17.41,3.1440850486,96.36,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,950700
26764,5600,4211,709,50,25,484,75.196428571,12.660714286,0.8928571429,0.4464285714,8.6428571429,25.0,62.0,,17.03,25.509388734,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,950800
26765,2031,1873,38,14,14,32,92.220580995,1.8709995076,0.6893156081,0.6893156081,1.5755785327,14.0,62.0,,23.26,3.5249457701,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,950900
26766,2045,1984,4,3,0,18,97.017114914,0.195599022,0.1466992665,0.0,0.880195599,39.0,62.0,,12.23,3.1141868512,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,951000
26767,2901,2811,1,3,13,22,96.89762151,0.0344708721,0.1034126163,0.4481213375,0.7583591865,41.0,62.0,,11.58,3.5809906292,100.0,0.0,0.0,0.0,IL,17,Illinois,51,Fayette County,951100
26768,1745,1562,1,3,5,109,89.512893983,0.0573065903,0.1719197708,0.2865329513,6.2464183381,28.0,62.0,,15.84,5.2395209581,100.0,0.0,0.0,0.0,IL,17,Illinois,53,Ford County,961600
26769,1840,1738,4,3,0,50,94.456521739,0.2173913043,0.1630434783,0.0,2.7173913043,27.0,72.0,,16.26,3.3267130089,94.05,4.76,0.0,0.0,IL,17,Illinois,53,Ford County,961700
26770,4628,4091,38,13,13,230,88.396715644,0.8210890233,0.2808988764,0.2808988764,4.9697493518,41.0,51.0,,11.66,9.931425869,89.8,0.0,10.2,0.0,IL,17,Illinois,53,Ford County,961800
26771,1750,1603,5,2,12,54,91.6,0.2857142857,0.1142857143,0.6857142857,3.0857142857,46.0,56.0,,10.56,12.861952862,100.0,0.0,7.41,0.0,IL,17,Illinois,53,Ford County,961900
26772,3571,3271,27,3,27,111,91.598991879,0.7560907309,0.0840100812,0.7560907309,3.1083730048,46.0,67.0,,10.34,4.2944785276,86.27,9.8,5.88,0.0,IL,17,Illinois,53,Ford County,962000
